Accident_Index,Age_Band_of_Driver,Age_of_Vehicle,Driver_Home_Area_Type,Driver_IMD_Decile,Engine_Capacity_.CC.,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Journey_Purpose_of_Driver,Junction_Location,make,model,Propulsion_Code,Sex_of_Driver,Skidding_and_Overturning,Towing_and_Articulation,Vehicle_Leaving_Carriageway,Vehicle_Location.Restricted_Lane,Vehicle_Manoeuvre,Vehicle_Reference,Vehicle_Type,Was_Vehicle_Left_Hand_Drive,X1st_Point_of_Impact,Year_x,1st_Road_Class,1st_Road_Number,2nd_Road_Class,2nd_Road_Number,Accident_Severity,Carriageway_Hazards,Date,Day_of_Week,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Control,Junction_Detail,Latitude,Light_Conditions,Local_Authority_(District),Local_Authority_(Highway),Location_Easting_OSGR,Location_Northing_OSGR,Longitude,LSOA_of_Accident_Location,Number_of_Casualties,Number_of_Vehicles,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Special_Conditions_at_Site,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Year_y,InScotland
200501BS70117,26 - 35,3.0,Urban area,6.0,618.0,None,None,Other/Not known (2005-10),Mid Junction - on roundabout or on main road,DUCATI,M620S-02,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,1.0,Motorcycle over 500cc,No,Front,2005.0,B,319.0,Unclassified,0.0,Slight,None,2005-03-31,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.496985,Daylight,Kensington and Chelsea,Kensington and Chelsea,527770.0,179170.0,-0.160747,E01002818,1.0,2.0,0.0,0.0,Metropolitan Police,Dry,Single carriageway,None,30.0,17:10,Urban,Fine no high winds,2005.0,No
200501BS70121,36 - 45,3.0,Urban area,2.0,49.0,None,None,Other/Not known (2005-10),Mid Junction - on roundabout or on main road,PIAGGIO,ET2,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,2.0,Motorcycle 50cc and under,No,Front,2005.0,Unclassified,0.0,Unclassified,0.0,Slight,None,2005-04-09,Saturday,1.0,Give way or uncontrolled,Crossroads,51.517616,Daylight,Kensington and Chelsea,Kensington and Chelsea,524730.0,181390.0,-0.203733,E01002830,1.0,2.0,0.0,0.0,Metropolitan Police,Dry,Single carriageway,None,30.0,09:45,Urban,Fine no high winds,2005.0,No
200501BS70124,21 - 25,3.0,Urban area,7.0,1988.0,None,None,Other/Not known (2005-10),Mid Junction - on roundabout or on main road,FORD,FOCUS ST170,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0.0,Turning left,2.0,Car,No,Front,2005.0,A,402.0,Unclassified,0.0,Slight,None,2005-04-02,Saturday,1.0,Give way or uncontrolled,T or staggered junction,51.509048,Daylight,Kensington and Chelsea,Kensington and Chelsea,525270.0,180450.0,-0.196288,E01002884,1.0,2.0,0.0,4.0,Metropolitan Police,Dry,Dual carriageway,None,30.0,11:09,Urban,Fine no high winds,2005.0,No
200501BS70125,Data missing or out of range,2.0,Urban area,8.0,4250.0,None,None,Other/Not known (2005-10),Mid Junction - on roundabout or on main road,MERCEDES,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0.0,Turning right,2.0,Bus or coach (17 or more pass seats),No,Front,2005.0,A,315.0,C,0.0,Serious,None,2005-03-17,Thursday,3.0,Auto traffic signal,T or staggered junction,51.501425,Daylight,Westminster,Westminster,526410.0,179630.0,-0.180164,E01004688,1.0,2.0,0.0,5.0,Metropolitan Police,Dry,Single carriageway,None,30.0,17:00,Urban,Fine no high winds,2005.0,No
200501BS70130,26 - 35,9.0,Urban area,2.0,2295.0,None,None,Other/Not known (2005-10),Approaching junction or waiting/parked at junction approach,MERCEDES,C230 KOMPRESSOR SPORT,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0.0,Overtaking moving vehicle - offside,1.0,Car,No,Front,2005.0,A,3217.0,C,0.0,Slight,None,2005-04-05,Tuesday,1.0,Give way or uncontrolled,Crossroads,51.485669,Daylight,Kensington and Chelsea,Kensington and Chelsea,526940.0,177890.0,-0.173157,E01002844,1.0,2.0,0.0,0.0,Metropolitan Police,Dry,Single carriageway,None,30.0,08:25,Urban,Fine no high winds,2005.0,No
200501BS70132,Data missing or out of range,6.0,Data missing or out of range,,1598.0,None,None,Other/Not known (2005-10),Not at or within 20 metres of junction,DAEWOO,LANOS SX AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,1.0,Car,No,Front,2005.0,B,412.0,,0.0,Slight,None,2005-04-02,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.517504,Daylight,Kensington and Chelsea,Kensington and Chelsea,524830.0,181380.0,-0.202296,E01002829,1.0,1.0,0.0,0.0,Metropolitan Police,Dry,Single carriageway,None,30.0,16:42,Urban,Fine no high winds,2005.0,No
200501BS70140,36 - 45,6.0,Urban area,3.0,124.0,None,None,Other/Not known (2005-10),Mid Junction - on roundabout or on main road,PIAGGIO,VESPA ET4,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,1.0,Motorcycle 125cc and under,No,Front,2005.0,B,450.0,B,412.0,Slight,None,2005-04-08,Friday,1.0,Give way or uncontrolled,Crossroads,51.515897,Daylight,Kensington and Chelsea,Kensington and Chelsea,524370.0,181190.0,-0.208989,E01002874,1.0,2.0,0.0,4.0,Metropolitan Police,Wet or damp,Single carriageway,None,30.0,08:28,Urban,Raining no high winds,2005.0,No
200501BS70141,26 - 35,6.0,Urban area,,599.0,None,None,Other/Not known (2005-10),Mid Junction - on roundabout or on main road,HONDA,CB600 HORNET,Petrol,Male,Skidded,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,1.0,Motorcycle over 500cc,No,Front,2005.0,A,4.0,Unclassified,0.0,Slight,None,2005-04-08,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.497013,Daylight,Kensington and Chelsea,Kensington and Chelsea,527250.0,179160.0,-0.168237,E01002819,1.0,2.0,0.0,4.0,Metropolitan Police,Dry,Dual carriageway,None,30.0,12:58,Urban,Fine no high winds,2005.0,No
200501BS70149,26 - 35,5.0,Small town,10.0,2664.0,None,None,Journey as part of work,Not at or within 20 metres of junction,LONDON TAXIS INT,TX1 SILVER AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,1.0,Taxi/Private hire car,No,Front,2005.0,A,402.0,,0.0,Slight,None,2005-04-12,Tuesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.50627,Daylight,Kensington and Chelsea,Kensington and Chelsea,524420.0,180120.0,-0.208646,E01002868,1.0,2.0,0.0,0.0,Metropolitan Police,Dry,Single carriageway,None,30.0,15:50,Urban,Fine no high winds,2005.0,No
200501BS70152,36 - 45,9.0,Urban area,7.0,124.0,None,None,Other/Not known (2005-10),Cleared junction or waiting/parked at junction exit,PIAGGIO,T5 125,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,2.0,Motorcycle 125cc and under,No,Offside,2005.0,Unclassified,0.0,Unclassified,0.0,Slight,None,2005-04-14,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.489989,Darkness - lights lit,Kensington and Chelsea,Kensington and Chelsea,526510.0,178360.0,-0.179179,E01002837,1.0,2.0,0.0,0.0,Metropolitan Police,Dry,Single carriageway,None,30.0,20:05,Urban,Fine no high winds,2005.0,No
200501BS70155,26 - 35,19.0,Urban area,3.0,564.0,None,None,Other/Not known (2005-10),Not at or within 20 metres of junction,KAWASAKI,KL 600-B1,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,1.0,Motorcycle over 500cc,No,Offside,2005.0,A,4.0,,0.0,Slight,None,2005-04-16,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.494564,Daylight,Kensington and Chelsea,Kensington and Chelsea,525740.0,178850.0,-0.190089,E01002839,2.0,2.0,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,None,30.0,18:45,Urban,Fine no high winds,2005.0,No
200501BS70155,46 - 55,2.0,Urban area,2.0,4398.0,None,None,Other/Not known (2005-10),Not at or within 20 metres of junction,LAND ROVER,RANGE ROVER VOGUE V8 AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,2.0,Car,No,Nearside,2005.0,A,4.0,,0.0,Slight,None,2005-04-16,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.494564,Daylight,Kensington and Chelsea,Kensington and Chelsea,525740.0,178850.0,-0.190089,E01002839,2.0,2.0,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,None,30.0,18:45,Urban,Fine no high winds,2005.0,No
200501BS70156,26 - 35,5.0,Rural,7.0,599.0,None,None,Other/Not known (2005-10),Mid Junction - on roundabout or on main road,KAWASAKI,ZX600-J1,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,1.0,Motorcycle over 500cc,No,Front,2005.0,A,3217.0,A,3220.0,Slight,None,2005-04-08,Friday,2.0,Auto traffic signal,Crossroads,51.481575,Daylight,Kensington and Chelsea,Kensington and Chelsea,526360.0,177420.0,-0.181674,E01002913,1.0,2.0,0.0,5.0,Metropolitan Police,Wet or damp,Single carriageway,None,30.0,17:30,Urban,Fine no high winds,2005.0,No
200501BS70158,Data missing or out of range,,Data missing or out of range,,,None,None,Other/Not known (2005-10),Approaching junction or waiting/parked at junction approach,VAUXHALL,VECTRA SXI DTI 16V,,Male,None,No tow/articulation,Did not leave carriageway,0.0,Parked,2.0,Van / Goods 3.5 tonnes mgw or under,No,Offside,2005.0,C,0.0,Unclassified,0.0,Slight,None,2005-04-14,Thursday,2.0,Give way or uncontrolled,Crossroads,51.492865,Daylight,Kensington and Chelsea,Kensington and Chelsea,527310.0,178700.0,-0.167539,E01002858,1.0,2.0,0.0,0.0,Metropolitan Police,Dry,Single carriageway,None,30.0,12:55,Urban,Fine no high winds,2005.0,No
200501BS70163,16 - 20,2.0,Urban area,9.0,124.0,None,None,Other/Not known (2005-10),Mid Junction - on roundabout or on main road,PIAGGIO,B 125,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0.0,Overtaking moving vehicle - offside,2.0,Motorcycle 125cc and under,No,Nearside,2005.0,B,302.0,Unclassified,0.0,Slight,None,2005-04-19,Tuesday,1.0,Give way or uncontrolled,Private drive or entrance,51.485408,Daylight,Kensington and Chelsea,Kensington and Chelsea,527700.0,177880.0,-0.162221,E01002900,1.0,2.0,0.0,0.0,Metropolitan Police,Dry,Single carriageway,None,30.0,19:25,Urban,Fine no high winds,2005.0,No
200501BS70165,26 - 35,9.0,Urban area,7.0,1799.0,None,None,Other/Not known (2005-10),Mid Junction - on roundabout or on main road,MERCEDES,C180 ELEGANCE AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0.0,Turning right,1.0,Car,No,Offside,2005.0,Unclassified,0.0,Unclassified,0.0,Slight,None,2005-04-20,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.50794,Daylight,Kensington and Chelsea,Kensington and Chelsea,524590.0,180310.0,-0.206131,E01002871,1.0,2.0,0.0,0.0,Metropolitan Police,Dry,One way street,None,30.0,07:50,Urban,Fine no high winds,2005.0,No
200501BS70166,36 - 45,6.0,Urban area,6.0,3199.0,None,None,Other/Not known (2005-10),Approaching junction or waiting/parked at junction approach,MERCEDES,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,1.0,Car,No,Offside,2005.0,A,315.0,C,0.0,Serious,None,2005-04-16,Saturday,1.0,Auto traffic signal,T or staggered junction,51.500477,Darkness - lights lit,Kensington and Chelsea,Kensington and Chelsea,525420.0,179500.0,-0.194465,E01002816,1.0,1.0,0.0,5.0,Metropolitan Police,Dry,Single carriageway,None,30.0,20:42,Urban,Fine no high winds,2005.0,No
200501BS70168,36 - 45,10.0,Urban area,3.0,1108.0,None,None,Other/Not known (2005-10),Approaching junction or waiting/parked at junction approach,FIAT,PUNTO 55 SX,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0.0,Going ahead other,2.0,Car,No,Front,2005.0,A,3218.0,A,3220.0,Slight,None,2005-04-16,Saturday,1.0,Auto traffic signal,T or staggered junction,51.48944,Darkness - lights lit,Kensington and Chelsea,Kensington and Chelsea,525750.0,178280.0,-0.190148,E01002894,1.0,2.0,0.0,0.0,Metropolitan Police,Dry,Single carriageway,None,30.0,21:00,Urban,Fine no high winds,2005.0,No
